序号	汉字	字频
6284.	侹	2
6285.	澾	2
6286.	筳	2
6287.	奡	2
6288.	匦	2
6289.	睗	2
6290.	桅	2
6291.	窾	2
6292.	靷	2
6293.	箘	2
6294.	肾	2
6295.	俙	2
6296.	嚄	2
6297.	憸	2
6298.	虥	2
6299.	鳟	2
6300.	帨	2
6301.	丳	2
6302.	睍	2
6303.	扛	2
6304.	胮	2
6305.	肛	2
6306.	癃	2
6307.	薋	2
6308.	煼	2
6309.	偬	2
6310.	鲎	2
6311.	唶	2
6312.	狯	2
6313.	罫	2
6314.	輴	2
6315.	庥	2
6316.	鼾	2
6317.	鹎	2
6318.	蒻	2
6319.	餬	2
6320.	袚	2
6321.	粻	2
6322.	瘕	2
6323.	姱	2
6324.	锾	2
6325.	娴	2
6326.	隟	2
6327.	蛑	2
6328.	畸	2
6329.	躏	2
6330.	煽	2
6331.	嗛	2
6332.	髐	2
6333.	怦	2
6334.	熛	2
6335.	膈	2
6336.	嗉	2
6337.	瑽	2
6338.	罻	2
6339.	抆	2
6340.	罤	2
6341.	磓	2
6342.	鯹	2
6343.	喢	2
6344.	窆	2
6345.	晊	2
6346.	眨	2
6347.	燂	2
6348.	酗	2
6349.	愎	2
6350.	韂	2
6351.	毾	2
6352.	忪	2
6353.	鞓	2
6354.	鲕	2
6355.	褶	2
6356.	镟	2
6357.	簝	2
6358.	铤	2
6359.	纴	2
6360.	嗗	2
6361.	眹	2
6362.	曤	2
6363.	呐	2
6364.	諵	2
6365.	綟	2
6366.	颒	2
6367.	埘	2
6368.	怗	2
6369.	埂	2
6370.	畇	2
6371.	阽	2
6372.	僇	2
6373.	症	2
6374.	僜	2
6375.	胀	2
6376.	呙	2
6377.	檞	2
6378.	痎	2
6379.	泅	2
6380.	羜	2
6381.	镩	2
6382.	邘	2
6383.	砦	2
6384.	燐	2
6385.	輠	2
6386.	淆	2
6387.	骹	2
6388.	燿	2
6389.	咙	2
6390.	氾	2
6391.	趵	2
6392.	謥	2
6393.	呿	2
6394.	珙	2
6395.	圢	2
6396.	盯	2
6397.	痡	2
6398.	絇	2
6399.	爞	2
6400.	倖	2
6401.	餱	2
6402.	紖	2
6403.	泜	2
6404.	俫	2
6405.	黈	2
6406.	樀	2
6407.	殍	2
6408.	瞌	2
6409.	焱	2
6410.	咻	2
6411.	褣	2
6412.	瓤	2
6413.	捺	2
6414.	蓰	2
6415.	籊	2
6416.	蜾	2
6417.	齶	2
6418.	莪	2
6419.	卬	2
6420.	蝈	2
6421.	瑳	2
6422.	眓	2
6423.	喌	2
6424.	穜	2
6425.	酕	2
6426.	醄	2
6427.	葼	2
6428.	噰	2
6429.	鮹	2
6430.	尨	2
6431.	餍	2
6432.	幖	2
6433.	婥	2
6434.	鞔	2
6435.	摋	2
6436.	劼	2
6437.	鄞	2
6438.	鰌	2
6439.	柹	2
6440.	蛦	2
6441.	鈋	2
6442.	痔	2
6443.	瞍	2
6444.	綮	2
6445.	鬅	2
6446.	雭	2
6447.	鉎	2
6448.	碪	2
6449.	筥	2
6450.	譀	2
6451.	馑	2
6452.	咩	2
6453.	呴	2
6454.	啘	2
6455.	塑	2
6456.	茉	2
6457.	莉	2
6458.	麖	2
6459.	嚏	2
6460.	簺	2
6461.	镏	2
6462.	惔	2
6463.	墁	2
6464.	撦	2
6465.	呫	2
6466.	哄	2
6467.	笯	2
6468.	猭	2
6469.	瘃	2
6470.	肭	2
6471.	噱	2
6472.	毣	2
6473.	蕧	2
6474.	瘇	2
6475.	璚	2
6476.	栟	2
6477.	攂	2
6478.	毿	2
6479.	峉	2
6480.	礊	2
6481.	鸓	2
6482.	癣	2
6483.	艖	2
6484.	粣	2
6485.	枲	2
6486.	滫	2
6487.	蚴	2
6488.	篓	2
6489.	饽	2
6490.	黴	2
6491.	摷	2
6492.	獑	2
6493.	杴	2
6494.	螊	2
6495.	蕝	2
6496.	矼	2
6497.	鸀	2
6498.	鳿	2
6499.	苮	2
6500.	襹	2
6501.	跫	2
6502.	筈	2
6503.	炁	2
6504.	刿	2
6505.	汊	2
6506.	腒	2
6507.	渫	2
6508.	帧	2
6509.	恚	2
6510.	撶	2
6511.	筰	2
6512.	螖	2
6513.	睬	2
6514.	皿	2
6515.	摒	2
6516.	虩	2
6517.	碏	2
6518.	檇	2
6519.	梃	2
6520.	麴	2
6521.	蝤	2
6522.	泙	2
6523.	鞇	2
6524.	愯	2
6525.	噩	2
6526.	澼	2
6527.	靠	2
6528.	瀹	2
6529.	佼	2
6530.	裤	2
6531.	綀	2
6532.	羃	2
6533.	耑	2
6534.	迄	2
6535.	噒	2
6536.	喤	2
6537.	拲	2
6538.	嘌	2
6539.	澉	2
6540.	蝹	2
6541.	嚓	2
6542.	矬	2
6543.	鹁	2
6544.	羇	2
6545.	瀃	2
6546.	荍	2
6547.	礕	2
6548.	圪	2
6549.	榸	2
6550.	擉	2
6551.	瀔	2
6552.	俋	2
6553.	怎	2
6554.	做	2
6555.	燑	2
6556.	袾	2
6557.	淈	2
6558.	猢	2
6559.	狲	2
6560.	屎	2
6561.	莆	2
6562.	岈	2
6563.	姐	2
6564.	鲰	1
6565.	嶾	1
6566.	鄹	1
6567.	炸	1
6568.	濊	1
6569.	枧	1
6570.	傧	1
6571.	餴	1
6572.	禩	1
6573.	蓖	1
6574.	钖	1
6575.	銙	1
6576.	拼	1
6577.	跔	1
6578.	鹡	1
6579.	鸰	1
6580.	栧	1
6581.	鷫	1
6582.	鸘	1
6583.	倢	1
6584.	縩	1
6585.	伙	1
6586.	縖	1
6587.	鸧	1
6588.	嵚	1
6589.	鲟	1
6590.	躝	1
6591.	硣	1
6592.	崪	1
6593.	鵁	1
6594.	鶄	1
6595.	钑	1
6596.	柎	1
6597.	蚡	1
6598.	份	1
6599.	葮	1
6600.	絓	1
6601.	唉	1
6602.	禫	1
6603.	蚑	1
6604.	憺	1
6605.	嵥	1
6606.	鄬	1
6607.	鄀	1
6608.	羵	1
6609.	矖	1
6610.	葐	1
6611.	脽	1
6612.	嵔	1
6613.	蓥	1
6614.	簃	1
6615.	媟	1
6616.	殣	1
6617.	萯	1
6618.	鈜	1
6619.	姣	1
6620.	眴	1
6621.	豝	1
6622.	纕	1
6623.	侘	1
6624.	傺	1
6625.	阋	1
6626.	襮	1
6627.	捄	1
6628.	筿	1
6629.	襚	1
6630.	榥	1
6631.	駖	1
6632.	侲	1
6633.	虤	1
6634.	峿	1
6635.	盭	1
6636.	嫛	1
6637.	锹	1
6638.	汛	1
6639.	隥	1
6640.	洹	1
6641.	燬	1
6642.	単	1
6643.	厍	1
6644.	鲨	1
6645.	疈	1
6646.	絿	1
6647.	镉	1
6648.	滈	1
6649.	砝	1
6650.	翀	1
6651.	豨	1
6652.	尿	1
6653.	嵡	1
6654.	歷	1
6655.	糒	1
6656.	曭	1
6657.	鄄	1
6658.	埳	1
6659.	硼	1
6660.	簵	1
6661.	碻	1
6662.	磝	1
6663.	薖	1
6664.	僓	1
6665.	萀	1
6666.	坨	1
6667.	椇	1
6668.	瀌	1
6669.	譾	1
6670.	滍	1
6671.	浡	1
6672.	巿	1
6673.	鸒	1
6674.	駷	1
6675.	煊	1
6676.	舔	1
6677.	舕	1
6678.	涞	1
6679.	锈	1
6680.	穞	1
6681.	飍	1
6682.	袗	1
6683.	忺	1
6684.	峘	1
6685.	岹	1
6686.	堧	1
6687.	祶	1
6688.	噉	1
6689.	滦	1
6690.	轥	1
6691.	矑	1
6692.	铣	1
6693.	另	1
6694.	貍	1
6695.	璲	1
6696.	奎	1
6697.	噂	1
6698.	騋	1
6699.	礌	1
6700.	匌	1
6701.	呖	1
6702.	剁	1
6703.	駃	1
6704.	堮	1
6705.	瀩	1
6706.	澴	1
6707.	狨	1
6708.	鴐	1
6709.	趿	1
6710.	礨	1
6711.	杻	1
6712.	鈚	1
6713.	榞	1
6714.	搤	1
6715.	琎	1
6716.	哜	1
6717.	蕞	1
6718.	腆	1
6719.	溔	1
6720.	蔯	1
6721.	棆	1
6722.	漰	1
6723.	棙	1
6724.	飁	1
6725.	抏	1
6726.	贙	1
6727.	桉	1
6728.	餮	1
6729.	櫐	1
6730.	拮	1
6731.	瓀	1
6732.	沭	1
6733.	銍	1
6734.	鷠	1
6735.	咠	1
6736.	襰	1
6737.	愵	1
6738.	痐	1
6739.	栭	1
6740.	禘	1
6741.	秈	1
6742.	橎	1
6743.	槢	1
6744.	椲	1
6745.	櫁	1
6746.	瘱	1
6747.	夌	1
6748.	篻	1
6749.	橞	1
6750.	麧	1
6751.	藖	1
6752.	蓚	1
6753.	灒	1
6754.	熂	1
6755.	燝	1
6756.	禷	1
6757.	鱏	1
6758.	憍	1
6759.	攃	1
6760.	鬈	1
6761.	鎝	1
6762.	矐	1
6763.	灨	1
6764.	萚	1
6765.	渀	1
6766.	浕	1
6767.	霃	1
6768.	韎	1
6769.	霝	1
6770.	瀖	1
6771.	瀜	1
6772.	悝	1
6773.	磾	1
6774.	茞	1
6775.	儹	1
6776.	鄮	1
6777.	佖	1
6778.	礓	1
6779.	琦	1
6780.	恄	1
6781.	泟	1
6782.	覉	1
6783.	俌	1
6784.	摔	1
6785.	扐	1
6786.	溴	1
6787.	嫚	1
6788.	鹾	1
6789.	扩	1
6790.	嫧	1
6791.	蒍	1
6792.	洨	1
6793.	唽	1
6794.	鷤	1
6795.	僸	1
6796.	缞	1
6797.	阼	1
6798.	刌	1
6799.	婐	1
6800.	磢	1
6801.	诂	1
6802.	噣	1
6803.	堛	1
6804.	怐	1
6805.	愗	1
6806.	鼬	1
6807.	譳	1
6808.	饙	1
6809.	馏	1
6810.	姤	1
6811.	酭	1
6812.	霣	1
6813.	髂	1
6814.	輵	1
6815.	踼	1
6816.	窙	1
6817.	蟩	1
6818.	狘	1
6819.	鷢	1
6820.	猲	1
6821.	躡	1
6822.	菢	1
6823.	伾	1
6824.	揃	1
6825.	韅	1
6826.	禨	1
6827.	爊	1
6828.	臀	1
6829.	縓	1
6830.	膰	1
6831.	谽	1
6832.	釂	1
6833.	腭	1
6834.	赝	1
6835.	汕	1
6836.	薍	1
6837.	髿	1
6838.	駏	1
6839.	駬	1
6840.	耔	1
6841.	媕	1
6842.	呞	1
6843.	嵼	1
6844.	矕	1
6845.	哤	1
6846.	骴	1
6847.	箄	1
6848.	倕	1
6849.	觰	1
6850.	眵	1
6851.	妷	1
6852.	倥	1
6853.	吷	1
6854.	戃	1
6855.	蠔	1
6856.	哈	1
6857.	皰	1
6858.	淖	1
6859.	弨	1
6860.	坲	1
6861.	慄	1
6862.	耵	1
6863.	聍	1
6864.	噍	1
6865.	撕	1
6866.	瞶	1
6867.	欂	1
6868.	輷	1
6869.	繣	1
6870.	欙	1
6871.	噌	1
6872.	吰	1
6873.	囐	1
6874.	痱	1
6875.	癗	1
6876.	苯	1
6877.	穮	1
6878.	砗	1
6879.	磲	1
6880.	溵	1
6881.	胾	1
6882.	甈	1
6883.	鷔	1
6884.	熯	1
6885.	琫	1
6886.	秅	1
6887.	犘	1
6888.	煆	1
6889.	蕸	1
6890.	眭	1
6891.	齄	1
6892.	豭	1
6893.	鷨	1
6894.	狦	1
6895.	獌	1
6896.	憪	1
6897.	瀄	1
6898.	鰅	1
6899.	鳙	1
6900.	狵	1
6901.	庨	1
6902.	酙	1
6903.	鱽	1
6904.	鼛	1
6905.	焄	1
6906.	罃	1
6907.	膇	1
6908.	禬	1
6909.	竫	1
6910.	杙	1
6911.	罦	1
6912.	槥	1
6913.	郈	1
6914.	裓	1
6915.	蹠	1
6916.	僁	1
6917.	紬	1
6918.	謷	1
6919.	舋	1
6920.	硊	1
6921.	裼	1
6922.	栜	1
6923.	屳	1
6924.	樏	1
6925.	剬	1
6926.	儇	1
6927.	豩	1
6928.	愫	1
6929.	葜	1
6930.	鎚	1
6931.	餘	1
6932.	暠	1
6933.	佝	1
6934.	隃	1
6935.	蔵	1
6936.	柣	1
6937.	洭	1
6938.	蛣	1
6939.	汔	1
6940.	倮	1
6941.	柧	1
6942.	椾	1
6943.	胔	1
6944.	傭	1
6945.	沲	1
6946.	浤	1
6947.	齖	1
6948.	齱	1
6949.	齵	1
6950.	颰	1
6951.	擭	1
6952.	鲇	1
6953.	鳢	1
6954.	珞	1
6955.	掴	1
6956.	蔾	1
6957.	躘	1
6958.	琲	1
6959.	瓃	1
6960.	掫	1
6961.	餫	1
6962.	窬	1
6963.	硝	1
6964.	飂	1
6965.	踍	1
6966.	胘	1
6967.	潠	1
6968.	悺	1
6969.	鯈	1
6970.	跱	1
6971.	檉	1
6972.	涷	1
6973.	趗	1
6974.	蠵	1
6975.	瀯	1
6976.	廿	1
6977.	輓	1
6978.	狢	1
6979.	舥	1
6980.	琭	1
6981.	柤	1
6982.	臡	1
6983.	訧	1
6984.	瀎	1
6985.	枒	1
6986.	赇	1
6987.	綛	1
6988.	鷣	1
6989.	蛒	1
6990.	癏	1
6991.	黫	1
6992.	觼	1
6993.	嬾	1
6994.	苙	1
6995.	狰	1
6996.	姞	1
6997.	昞	1
6998.	襵	1
6999.	憘	1
7000.	竣	1
7001.	犉	1
7002.	酘	1
7003.	枮	1
7004.	瑿	1
7005.	鯾	1
7006.	碱	1
7007.	尰	1
7008.	鎩	1
7009.	弸	1
7010.	黬	1
7011.	啀	1
7012.	崴	1
7013.	飀	1
7014.	鯄	1
7015.	鞙	1
7016.	黖	1
7017.	鐶	1
7018.	麃	1
7019.	铇	1
7020.	蛜	1
7021.	蝛	1
7022.	虙	1
7023.	瀴	1
7024.	晛	1
7025.	鵾	1
7026.	菇	1
7027.	碜	1
7028.	睺	1
7029.	绖	1
7030.	甽	1
7031.	穉	1
7032.	肦	1
7033.	惉	1
7034.	沇	1
7035.	笡	1
7036.	腯	1
7037.	蜋	1
7038.	笲	1
7039.	墺	1
7040.	滃	1
7041.	镔	1
7042.	诖	1
7043.	蜷	1
7044.	蹜	1
7045.	洱	1
7046.	硙	1
7047.	栯	1
7048.	莨	1
7049.	煜	1
7050.	衄	1
7051.	霶	1
7052.	甋	1
7053.	橄	1
7054.	榄	1
7055.	簈	1
7056.	褾	1
7057.	僬	1
7058.	覙	1
7059.	燉	1
7060.	姉	1
7061.	惙	1
7062.	盒	1
7063.	盝	1
7064.	蚏	1
7065.	昒	1
7066.	冁	1
7067.	疋	1
7068.	朘	1
7069.	旺	1
7070.	鋾	1
7071.	攉	1
7072.	燗	1
7073.	韍	1
7074.	壀	1
7075.	堄	1
7076.	镠	1
7077.	阬	1
7078.	跷	1
7079.	濴	1
7080.	噓	1
7081.	岙	1
7082.	瘉	1
7083.	蜲	1
7084.	蘗	1
7085.	鈌	1
7086.	垍	1
7087.	揳	1
7088.	猓	1
7089.	桫	1
7090.	椤	1
7091.	睋	1
7092.	佻	1
7093.	聶	1
7094.	荖	1
7095.	揁	1
7096.	螵	1
7097.	闶	1
7098.	絸	1
7099.	桕	1
7100.	埽	1
7101.	袎	1
7102.	樔	1
7103.	姆	1
7104.	迒	1
7105.	躐	1
7106.	鉟	1
7107.	槬	1
7108.	僛	1
7109.	醎	1
7110.	邧	1
7111.	釦	1
7112.	蠀	1
7113.	娀	1
7114.	谡	1
7115.	艄	1
7116.	髲	1
7117.	呰	1
7118.	娣	1
7119.	恌	1
7120.	羉	1
7121.	罿	1
7122.	肶	1
7123.	礱	1
7124.	闈	1
7125.	傈	1
7126.	衉	1
7127.	搉	1
7128.	咈	1
7129.	陑	1
7130.	櫺	1
7131.	鼮	1
7132.	瑴	1
7133.	湊	1
7134.	樧	1
7135.	齯	1
7136.	怔	1
7137.	缎	1
7138.	芄	1
7139.	碡	1
7140.	佷	1
7141.	韣	1
7142.	祤	1
7143.	峗	1
7144.	慽	1
7145.	襋	1
7146.	玞	1
7147.	胱	1
7148.	溇	1
7149.	樬	1
7150.	噏	1
7151.	櫑	1
7152.	虆	1
7153.	灀	1
7154.	譸	1
7155.	廙	1
7156.	垛	1
7157.	觯	1
7158.	碔	1
7159.	疢	1
7160.	型	1
7161.	坪	1
7162.	掿	1
7163.	袙	1
7164.	疻	1
7165.	澣	1
7166.	簰	1
7167.	瞷	1
7168.	朄	1
7169.	憓	1
7170.	茈	1
7171.	绉	1
7172.	欬	1
7173.	緛	1
7174.	蚿	1
7175.	緶	1
7176.	辁	1
7177.	嘕	1
7178.	嬛	1
7179.	篿	1
7180.	鐉	1
7181.	蹎	1
7182.	懈	1
7183.	艒	1
7184.	锔	1
7185.	鮛	1
7186.	裻	1
7187.	瘯	1
7188.	蝓	1
7189.	蟚	1
7190.	鍑	1
7191.	枵	1
7192.	噅	1
7193.	漶	1
7194.	輂	1
7195.	煠	1
7196.	杝	1
7197.	闑	1
7198.	楶	1
7199.	疖	1
7200.	闋	1
7201.	纑	1
7202.	儑	1
7203.	腽	1
7204.	遛	1
7205.	鞺	1
7206.	讘	1
7207.	斨	1
7208.	劀	1
7209.	艗	1
7210.	瘮	1
7211.	簩	1
7212.	痞	1
7213.	焌	1
7214.	揾	1
7215.	蹒	1
7216.	痑	1
7217.	鞨	1
7218.	籦	1
7219.	鯆	1
7220.	筣	1
7221.	笓	1
7222.	齁	1
7223.	棫	1
7224.	瀡	1
7225.	醷	1
7226.	鱙	1
7227.	獳	1
7228.	篣	1
7229.	矞	1
7230.	韧	1
7231.	筕	1
7232.	篖	1
7233.	菭	1
7234.	蛀	1
7235.	葌	1
7236.	溲	1
7237.	審	1
7238.	虈	1
7239.	鳆	1
7240.	鎞	1
7241.	媠	1
7242.	胏	1
7243.	栺	1
7244.	髋	1
7245.	阺	1
7246.	摫	1
7247.	扊	1
7248.	扅	1
7249.	棿	1
7250.	跐	1
7251.	墢	1
7252.	皲	1
7253.	轇	1
7254.	轕	1
7255.	鶻	1
7256.	擖	1
7257.	鋞	1
7258.	橱	1
7259.	犨	1
7260.	腪	1
7261.	嵃	1
7262.	氃	1
7263.	氋	1
7264.	聱	1
7265.	耴	1
7266.	酾	1
7267.	佉	1
7268.	镣	1
7269.	籧	1
7270.	筁	1
7271.	璊	1
7272.	鴚	1
7273.	廑	1
7274.	椭	1
7275.	緵	1
7276.	稑	1
7277.	硩	1
7278.	簎	1
7279.	壸	1
7280.	灇	1
7281.	柖	1
7282.	簖	1
7283.	坫	1
7284.	濎	1
7285.	塸	1
7286.	埞	1
7287.	濭	1
7288.	赮	1
7289.	駴	1
7290.	蜑	1
7291.	牯	1
7292.	蚛	1
7293.	嶻	1
7294.	嶭	1
7295.	棰	1
7296.	罐	1
7297.	坩	1
7298.	硐	1
7299.	跉	1
7300.	枅	1
7301.	泖	1
7302.	椵	1
7303.	緉	1
7304.	俀	1
7305.	糹	1
7306.	輨	1
7307.	摏	1
7308.	耎	1
7309.	咡	1
7310.	矾	1
7311.	楅	1
7312.	廋	1
7313.	棍	1
7314.	宄	1
7315.	罙	1
7316.	芿	1
7317.	凘	1
7318.	鷖	1
7319.	簜	1
7320.	祎	1
7321.	嵕	1
7322.	鋗	1
7323.	踥	1
7324.	掰	1
7325.	辏	1
7326.	蓏	1
7327.	疃	1
7328.	黉	1
7329.	挻	1
7330.	厂	1
7331.	缢	1
7332.	悤	1
7333.	辣	1
7334.	痄	1
7335.	瞵	1
7336.	鷾	1
7337.	鸸	1
7338.	倰	1
7339.	憝	1
7340.	舢	1
7341.	蒢	1
7342.	洴	1
7343.	餧	1
7344.	懡	1
7345.	毷	1
7346.	氉	1
7347.	儳	1
7348.	鋄	1
7349.	蓓	1
7350.	蔀	1
7351.	驵	1
7352.	餤	1
7353.	魮	1
7354.	羑	1
7355.	獹	1
7356.	呤	1
7357.	軷	1
7358.	颟	1
7359.	顸	1
7360.	靘	1
7361.	靧	1
7362.	煿	1
7363.	墝	1
7364.	埆	1
7365.	锴	1
7366.	搵	1
7367.	桯	1
7368.	囗	1
7369.	搂	1
7370.	涭	1
7371.	浞	1
7372.	譈	1
7373.	曆	1
7374.	埼	1
7375.	蘪	1
7376.	柅	1
7377.	麳	1
7378.	巏	1
7379.	嵍	1
7380.	搘	1
7381.	莔	1
7382.	昷	1
7383.	蔜	1
7384.	晵	1
7385.	壎	1
7386.	埊	1
7387.	圀	1
7388.	曌	1
7389.	瓓	1
7390.	筴	1
7391.	呢	1
7392.	薶	1
7393.	撙	1
7394.	嬿	1
7395.	鷅	1
7396.	鬔	1
7397.	蘙	1
7398.	晀	1
7399.	泔	1
7400.	抻	1
7401.	瘖	1
7402.	椸	1
7403.	扤	1
7404.	趟	1
7405.	涠	1
7406.	滀	1
7407.	嫈	1
7408.	嫇	1
7409.	牣	1
7410.	媌	1
7411.	娙	1
7412.	紭	1
7413.	鬤	1
7414.	摚	1
7415.	鴼	1
7416.	尃	1
7417.	韺	1
7418.	藑	1
7419.	饛	1
7420.	輣	1
7421.	蛷	1
7422.	蠑	1
7423.	蠋	1
7424.	珵	1
7425.	嶨	1
7426.	恟	1
7427.	肬	1
7428.	蛹	1
7429.	氄	1
7430.	镦	1
7431.	皠	1
7432.	穱	1
7433.	鋜	1
7434.	诼	1
7435.	硞	1
7436.	欶	1
7437.	馤	1
7438.	忲	1
7439.	禜	1
7440.	雺	1
7441.	摎	1
7442.	廥	1
7443.	慠	1
7444.	豽	1
7445.	圿	1
7446.	剟	1
7447.	奅	1
7448.	傄	1
7449.	跀	1
7450.	斖	1
7451.	婠	1
7452.	妠	1
7453.	椌	1
7454.	楬	1
7455.	稭	1
7456.	痆	1
7457.	秳	1
7458.	扴	1
7459.	帓	1
7460.	犗	1
7461.	嘬	1
7462.	霠	1
7463.	鴅	1
7464.	聲	1
7465.	鑮	1
7466.	腗	1
7467.	臄	1
7468.	彍	1
7469.	矱	1
7470.	咢	1
7471.	撜	1
7472.	胣	1
7473.	酃	1
7474.	鬋	1
7475.	抝	1
7476.	茺	1
7477.	椆	1
7478.	筩	1
7479.	撺	1
7480.	瞤	1
7481.	鞈	1
7482.	绒	1
7483.	螆	1
7484.	唝	1
7485.	槮	1
7486.	嵾	1
7487.	愐	1
7488.	菙	1
7489.	昫	1
7490.	嗌	1
7491.	嫄	1
7492.	颧	1
7493.	蠈	1
7494.	僝	1
7495.	懱	1
7496.	擦	1
7497.	絁	1
7498.	愻	1
7499.	嫓	1
7500.	獓	1
7501.	瞁	1
7502.	劁	1
7503.	戽	1
7504.	熁	1
7505.	笐	1
7506.	溻	1
7507.	凚	1
7508.	揵	1
7509.	兇	1
7510.	芚	1
7511.	膔	1
7512.	曵	1
7513.	恞	1
7514.	砍	1
7515.	佪	1
7516.	浟	1
7517.	咦	1
7518.	弑	1
7519.	阉	1
7520.	莜	1
7521.	佟	1
7522.	妊	1
7523.	摝	1
7524.	煅	1
7525.	篯	1
7526.	裰	1
7527.	俏	1
7528.	狌	1
7529.	芫	1
7530.	曶	1
7531.	柂	1
7532.	榤	1
7533.	涒	1
7534.	踝	1
7535.	袽	1
7536.	渻	1
7537.	喎	1
7538.	拇	1
7539.	逯	1
7540.	骗	1
7541.	踜	1
7542.	鞁	1
7543.	玚	1
7544.	噇	1
7545.	轿	1
7546.	螃	1
7547.	蜫	1
7548.	蜦	1
7549.	锣	1
7550.	飠	1
7551.	娵	1
7552.	硇	1
7553.	馒	1
7554.	踢	1
7555.	癞	1
7556.	嚾	1
7557.	猳	1
7558.	诐	1
7559.	瑝	1
7560.	嵎	1
7561.	瓚	1
7562.	蠮	1
7563.	蛁	1
7564.	蟟	1
7565.	鄯	1
7566.	欔	1
7567.	綯	1
7568.	楔	1
7569.	瘫	1
7570.	忳	1
7571.	逌	1
7572.	躄	1
7573.	頠	1
7574.	瑨	1
7575.	邾	1
7576.	淜	1
7577.	潨	1
7578.	儛	1
7579.	軨	1
7580.	庪	1
7581.	鬙	1
7582.	槅	1
7583.	韔	1
